x	xend	y	yend	key	showSelected1
8.91666666666667	17.4166666666667	-3.65	-3.35	26 20	22
20.9166666666667	17.4166666666667	-3.65	-3.35	27 20	22
-77.5416666666667	-70.5416666666667	-6.65	-6.35	28 16	22
-63.5416666666667	-70.5416666666667	-6.65	-6.35	29 16	22
-85.5416666666667	-77.5416666666667	-7.65	-7.35	30 28	22
-69.5416666666667	-77.5416666666667	-7.65	-7.35	31 28	22
-15.4166666666667	-17.5833333333333	-4.65	-4.35	32 11	22
-0.416666666666675	-17.5833333333333	-4.65	-4.35	33 11	22
-97.7916666666667	-85.5416666666667	-8.65	-8.35	34 30	22
-82.7916666666667	-85.5416666666667	-8.65	-8.35	35 30	22
-103.791666666667	-97.7916666666667	-9.65	-9.35	36 34	22
-91.7916666666667	-97.7916666666667	-9.65	-9.35	37 34	22
32.9166666666667	36.4166666666667	-3.65	-3.35	38 21	22
44.9166666666667	36.4166666666667	-3.65	-3.35	39 21	22
-70.7916666666667	-69.5416666666667	-8.65	-8.35	40 31	22
-58.7916666666667	-69.5416666666667	-8.65	-8.35	41 31	22
-17.5416666666667	-15.4166666666667	-5.65	-5.35	42 32	22
-5.54166666666666	-15.4166666666667	-5.65	-5.35	43 32	22
-41.5416666666667	-45.4166666666667	-5.65	-5.35	44 18	22
-29.5416666666667	-45.4166666666667	-5.65	-5.35	45 18	22
-9	0	-0.65	-0.35	2 1	23
9	0	-0.65	-0.35	3 1	23
-20.25	-9	-1.65	-1.35	4 2	23
-8.25	-9	-1.65	-1.35	5 2	23
-50.5833333333333	-20.25	-2.65	-2.35	6 4	23
-31.5833333333333	-20.25	-2.65	-2.35	7 4	23
6.75	9	-1.65	-1.35	8 3	23
21.75	9	-1.65	-1.35	9 3	23
-32.5833333333333	-31.5833333333333	-3.65	-3.35	10 7	23
-17.5833333333333	-31.5833333333333	-3.65	-3.35	11 7	23
-66.5833333333334	-50.5833333333333	-3.65	-3.35	12 6	23
-47.5833333333334	-50.5833333333333	-3.65	-3.35	13 6	23
-79.4166666666667	-66.5833333333334	-4.65	-4.35	14 12	23
-62.4166666666667	-66.5833333333334	-4.65	-4.35	15 12	23
-70.5416666666667	-62.4166666666667	-5.65	-5.35	16 15	23
-53.5416666666667	-62.4166666666667	-5.65	-5.35	17 15	23
-45.4166666666667	-32.5833333333333	-4.65	-4.35	18 10	23
-30.4166666666667	-32.5833333333333	-4.65	-4.35	19 10	23
17.4166666666667	6.75	-2.65	-2.35	20 8	23
36.4166666666667	6.75	-2.65	-2.35	21 8	23
-99.5416666666667	-79.4166666666667	-5.65	-5.35	22 14	23
-87.5416666666667	-79.4166666666667	-5.65	-5.35	23 14	23
-13.5833333333333	-8.25	-2.65	-2.35	24 5	23
-1.58333333333333	-8.25	-2.65	-2.35	25 5	23
8.91666666666667	17.4166666666667	-3.65	-3.35	26 20	23
20.9166666666667	17.4166666666667	-3.65	-3.35	27 20	23
-77.5416666666667	-70.5416666666667	-6.65	-6.35	28 16	23
-63.5416666666667	-70.5416666666667	-6.65	-6.35	29 16	23
-85.5416666666667	-77.5416666666667	-7.65	-7.35	30 28	23
-69.5416666666667	-77.5416666666667	-7.65	-7.35	31 28	23
-15.4166666666667	-17.5833333333333	-4.65	-4.35	32 11	23
-0.416666666666675	-17.5833333333333	-4.65	-4.35	33 11	23
-97.7916666666667	-85.5416666666667	-8.65	-8.35	34 30	23
-82.7916666666667	-85.5416666666667	-8.65	-8.35	35 30	23
-103.791666666667	-97.7916666666667	-9.65	-9.35	36 34	23
-91.7916666666667	-97.7916666666667	-9.65	-9.35	37 34	23
32.9166666666667	36.4166666666667	-3.65	-3.35	38 21	23
44.9166666666667	36.4166666666667	-3.65	-3.35	39 21	23
-70.7916666666667	-69.5416666666667	-8.65	-8.35	40 31	23
-58.7916666666667	-69.5416666666667	-8.65	-8.35	41 31	23
-17.5416666666667	-15.4166666666667	-5.65	-5.35	42 32	23
-5.54166666666666	-15.4166666666667	-5.65	-5.35	43 32	23
-41.5416666666667	-45.4166666666667	-5.65	-5.35	44 18	23
-29.5416666666667	-45.4166666666667	-5.65	-5.35	45 18	23
-47.5416666666667	-41.5416666666667	-6.65	-6.35	46 44	23
-35.5416666666667	-41.5416666666667	-6.65	-6.35	47 44	23
-9	0	-0.65	-0.35	2 1	24
9	0	-0.65	-0.35	3 1	24
-20.25	-9	-1.65	-1.35	4 2	24
-8.25	-9	-1.65	-1.35	5 2	24
-50.5833333333333	-20.25	-2.65	-2.35	6 4	24
-31.5833333333333	-20.25	-2.65	-2.35	7 4	24
6.75	9	-1.65	-1.35	8 3	24
21.75	9	-1.65	-1.35	9 3	24
-32.5833333333333	-31.5833333333333	-3.65	-3.35	10 7	24
-17.5833333333333	-31.5833333333333	-3.65	-3.35	11 7	24
-66.5833333333334	-50.5833333333333	-3.65	-3.35	12 6	24
-47.5833333333334	-50.5833333333333	-3.65	-3.35	13 6	24
-79.4166666666667	-66.5833333333334	-4.65	-4.35	14 12	24
-62.4166666666667	-66.5833333333334	-4.65	-4.35	15 12	24
-70.5416666666667	-62.4166666666667	-5.65	-5.35	16 15	24
-53.5416666666667	-62.4166666666667	-5.65	-5.35	17 15	24
-45.4166666666667	-32.5833333333333	-4.65	-4.35	18 10	24
-30.4166666666667	-32.5833333333333	-4.65	-4.35	19 10	24
17.4166666666667	6.75	-2.65	-2.35	20 8	24
36.4166666666667	6.75	-2.65	-2.35	21 8	24
-99.5416666666667	-79.4166666666667	-5.65	-5.35	22 14	24
-87.5416666666667	-79.4166666666667	-5.65	-5.35	23 14	24
-13.5833333333333	-8.25	-2.65	-2.35	24 5	24
-1.58333333333333	-8.25	-2.65	-2.35	25 5	24
5.91666666666667	17.4166666666667	-3.65	-3.35	26 20	24
17.9166666666667	17.4166666666667	-3.65	-3.35	27 20	24
-77.5416666666667	-70.5416666666667	-6.65	-6.35	28 16	24
-63.5416666666667	-70.5416666666667	-6.65	-6.35	29 16	24
-85.5416666666667	-77.5416666666667	-7.65	-7.35	30 28	24
-69.5416666666667	-77.5416666666667	-7.65	-7.35	31 28	24
-15.4166666666667	-17.5833333333333	-4.65	-4.35	32 11	24
-0.416666666666675	-17.5833333333333	-4.65	-4.35	33 11	24
-97.7916666666667	-85.5416666666667	-8.65	-8.35	34 30	24
-82.7916666666667	-85.5416666666667	-8.65	-8.35	35 30	24
-103.791666666667	-97.7916666666667	-9.65	-9.35	36 34	24
-91.7916666666667	-97.7916666666667	-9.65	-9.35	37 34	24
33.9166666666667	36.4166666666667	-3.65	-3.35	38 21	24
49.9166666666667	36.4166666666667	-3.65	-3.35	39 21	24
-70.7916666666667	-69.5416666666667	-8.65	-8.35	40 31	24
-58.7916666666667	-69.5416666666667	-8.65	-8.35	41 31	24
-17.5416666666667	-15.4166666666667	-5.65	-5.35	42 32	24
-5.54166666666666	-15.4166666666667	-5.65	-5.35	43 32	24
-41.5416666666667	-45.4166666666667	-5.65	-5.35	44 18	24
-29.5416666666667	-45.4166666666667	-5.65	-5.35	45 18	24
-47.5416666666667	-41.5416666666667	-6.65	-6.35	46 44	24
-35.5416666666667	-41.5416666666667	-6.65	-6.35	47 44	24
27.9166666666667	33.9166666666667	-4.65	-4.35	48 38	24
39.9166666666667	33.9166666666667	-4.65	-4.35	49 38	24
-9	0	-0.65	-0.35	2 1	25
9	0	-0.65	-0.35	3 1	25
-20.25	-9	-1.65	-1.35	4 2	25
-8.25	-9	-1.65	-1.35	5 2	25
-50.5833333333333	-20.25	-2.65	-2.35	6 4	25
-31.5833333333333	-20.25	-2.65	-2.35	7 4	25
6.75	9	-1.65	-1.35	8 3	25
21.75	9	-1.65	-1.35	9 3	25
-32.5833333333333	-31.5833333333333	-3.65	-3.35	10 7	25
-17.5833333333333	-31.5833333333333	-3.65	-3.35	11 7	25
-66.5833333333334	-50.5833333333333	-3.65	-3.35	12 6	25
-47.5833333333334	-50.5833333333333	-3.65	-3.35	13 6	25
-79.4166666666667	-66.5833333333334	-4.65	-4.35	14 12	25
-62.4166666666667	-66.5833333333334	-4.65	-4.35	15 12	25
-70.5416666666667	-62.4166666666667	-5.65	-5.35	16 15	25
-53.5416666666667	-62.4166666666667	-5.65	-5.35	17 15	25
-45.4166666666667	-32.5833333333333	-4.65	-4.35	18 10	25
-30.4166666666667	-32.5833333333333	-4.65	-4.35	19 10	25
17.4166666666667	6.75	-2.65	-2.35	20 8	25
36.4166666666667	6.75	-2.65	-2.35	21 8	25
-99.5416666666667	-79.4166666666667	-5.65	-5.35	22 14	25
-87.5416666666667	-79.4166666666667	-5.65	-5.35	23 14	25
-13.5833333333333	-8.25	-2.65	-2.35	24 5	25
-1.58333333333333	-8.25	-2.65	-2.35	25 5	25
5.91666666666667	17.4166666666667	-3.65	-3.35	26 20	25
17.9166666666667	17.4166666666667	-3.65	-3.35	27 20	25
-77.5416666666667	-70.5416666666667	-6.65	-6.35	28 16	25
-63.5416666666667	-70.5416666666667	-6.65	-6.35	29 16	25
-85.5416666666667	-77.5416666666667	-7.65	-7.35	30 28	25
-69.5416666666667	-77.5416666666667	-7.65	-7.35	31 28	25
-15.4166666666667	-17.5833333333333	-4.65	-4.35	32 11	25
-0.416666666666675	-17.5833333333333	-4.65	-4.35	33 11	25
-97.7916666666667	-85.5416666666667	-8.65	-8.35	34 30	25
-82.7916666666667	-85.5416666666667	-8.65	-8.35	35 30	25
-103.791666666667	-97.7916666666667	-9.65	-9.35	36 34	25
-91.7916666666667	-97.7916666666667	-9.65	-9.35	37 34	25
33.9166666666667	36.4166666666667	-3.65	-3.35	38 21	25
49.9166666666667	36.4166666666667	-3.65	-3.35	39 21	25
-70.7916666666667	-69.5416666666667	-8.65	-8.35	40 31	25
-58.7916666666667	-69.5416666666667	-8.65	-8.35	41 31	25
-17.5416666666667	-15.4166666666667	-5.65	-5.35	42 32	25
-5.54166666666666	-15.4166666666667	-5.65	-5.35	43 32	25
-41.5416666666667	-45.4166666666667	-5.65	-5.35	44 18	25
-29.5416666666667	-45.4166666666667	-5.65	-5.35	45 18	25
-47.5416666666667	-41.5416666666667	-6.65	-6.35	46 44	25
-35.5416666666667	-41.5416666666667	-6.65	-6.35	47 44	25
24.9166666666667	33.9166666666667	-4.65	-4.35	48 38	25
42.9166666666667	33.9166666666667	-4.65	-4.35	49 38	25
18.9166666666667	24.9166666666667	-5.65	-5.35	50 48	25
30.9166666666667	24.9166666666667	-5.65	-5.35	51 48	25
-9	0	-0.65	-0.35	2 1	26
9	0	-0.65	-0.35	3 1	26
-20.75	-9	-1.65	-1.35	4 2	26
-8.75	-9	-1.65	-1.35	5 2	26
-58.75	-20.75	-2.65	-2.35	6 4	26
-39.75	-20.75	-2.65	-2.35	7 4	26
6.25	9	-1.65	-1.35	8 3	26
23.25	9	-1.65	-1.35	9 3	26
-40.75	-39.75	-3.65	-3.35	10 7	26
-25.75	-39.75	-3.65	-3.35	11 7	26
-74.75	-58.75	-3.65	-3.35	12 6	26
-55.75	-58.75	-3.65	-3.35	13 6	26
-87.5833333333334	-74.75	-4.65	-4.35	14 12	26
-70.5833333333333	-74.75	-4.65	-4.35	15 12	26
-78.7083333333333	-70.5833333333333	-5.65	-5.35	16 15	26
-61.7083333333334	-70.5833333333333	-5.65	-5.35	17 15	26
-53.5833333333333	-40.75	-4.65	-4.35	18 10	26
-38.5833333333333	-40.75	-4.65	-4.35	19 10	26
9.25000000000001	6.25	-2.65	-2.35	20 8	26
28.25	6.25	-2.65	-2.35	21 8	26
-107.708333333333	-87.5833333333334	-5.65	-5.35	22 14	26
-95.7083333333333	-87.5833333333334	-5.65	-5.35	23 14	26
-21.75	-8.75	-2.65	-2.35	24 5	26
-9.75	-8.75	-2.65	-2.35	25 5	26
-2.24999999999999	9.25000000000001	-3.65	-3.35	26 20	26
9.75000000000001	9.25000000000001	-3.65	-3.35	27 20	26
-85.7083333333334	-78.7083333333333	-6.65	-6.35	28 16	26
-71.7083333333333	-78.7083333333333	-6.65	-6.35	29 16	26
-93.7083333333334	-85.7083333333334	-7.65	-7.35	30 28	26
-77.7083333333334	-85.7083333333334	-7.65	-7.35	31 28	26
-23.5833333333333	-25.75	-4.65	-4.35	32 11	26
-8.58333333333334	-25.75	-4.65	-4.35	33 11	26
-105.958333333333	-93.7083333333334	-8.65	-8.35	34 30	26
-90.9583333333333	-93.7083333333334	-8.65	-8.35	35 30	26
-111.958333333333	-105.958333333333	-9.65	-9.35	36 34	26
-99.9583333333334	-105.958333333333	-9.65	-9.35	37 34	26
25.75	28.25	-3.65	-3.35	38 21	26
41.75	28.25	-3.65	-3.35	39 21	26
-78.9583333333334	-77.7083333333334	-8.65	-8.35	40 31	26
-66.9583333333334	-77.7083333333334	-8.65	-8.35	41 31	26
-25.7083333333333	-23.5833333333333	-5.65	-5.35	42 32	26
-13.7083333333333	-23.5833333333333	-5.65	-5.35	43 32	26
-49.7083333333334	-53.5833333333333	-5.65	-5.35	44 18	26
-37.7083333333333	-53.5833333333333	-5.65	-5.35	45 18	26
-55.7083333333334	-49.7083333333334	-6.65	-6.35	46 44	26
-43.7083333333333	-49.7083333333334	-6.65	-6.35	47 44	26
16.75	25.75	-4.65	-4.35	48 38	26
34.75	25.75	-4.65	-4.35	49 38	26
10.75	16.75	-5.65	-5.35	50 48	26
22.75	16.75	-5.65	-5.35	51 48	26
40.25	23.25	-2.65	-2.35	52 9	26
52.25	23.25	-2.65	-2.35	53 9	26
-9	0	-0.65	-0.35	2 1	27
9	0	-0.65	-0.35	3 1	27
-20.75	-9	-1.65	-1.35	4 2	27
-8.75	-9	-1.65	-1.35	5 2	27
-58.75	-20.75	-2.65	-2.35	6 4	27
-39.75	-20.75	-2.65	-2.35	7 4	27
6.25	9	-1.65	-1.35	8 3	27
23.25	9	-1.65	-1.35	9 3	27
-40.75	-39.75	-3.65	-3.35	10 7	27
-25.75	-39.75	-3.65	-3.35	11 7	27
-74.75	-58.75	-3.65	-3.35	12 6	27
-55.75	-58.75	-3.65	-3.35	13 6	27
-87.5833333333334	-74.75	-4.65	-4.35	14 12	27
-70.5833333333333	-74.75	-4.65	-4.35	15 12	27
-87.7777777777778	-70.5833333333333	-5.65	-5.35	16 15	27
-70.7777777777778	-70.5833333333333	-5.65	-5.35	17 15	27
-53.5833333333333	-40.75	-4.65	-4.35	18 10	27
-38.5833333333333	-40.75	-4.65	-4.35	19 10	27
9.25000000000001	6.25	-2.65	-2.35	20 8	27
28.25	6.25	-2.65	-2.35	21 8	27
-116.777777777778	-87.5833333333334	-5.65	-5.35	22 14	27
-104.777777777778	-87.5833333333334	-5.65	-5.35	23 14	27
-21.75	-8.75	-2.65	-2.35	24 5	27
-9.75	-8.75	-2.65	-2.35	25 5	27
-2.24999999999999	9.25000000000001	-3.65	-3.35	26 20	27
9.75000000000001	9.25000000000001	-3.65	-3.35	27 20	27
-94.7777777777778	-87.7777777777778	-6.65	-6.35	28 16	27
-80.7777777777778	-87.7777777777778	-6.65	-6.35	29 16	27
-102.777777777778	-94.7777777777778	-7.65	-7.35	30 28	27
-86.7777777777778	-94.7777777777778	-7.65	-7.35	31 28	27
-23.5833333333333	-25.75	-4.65	-4.35	32 11	27
-8.58333333333334	-25.75	-4.65	-4.35	33 11	27
-115.027777777778	-102.777777777778	-8.65	-8.35	34 30	27
-100.027777777778	-102.777777777778	-8.65	-8.35	35 30	27
-121.027777777778	-115.027777777778	-9.65	-9.35	36 34	27
-109.027777777778	-115.027777777778	-9.65	-9.35	37 34	27
25.75	28.25	-3.65	-3.35	38 21	27
41.75	28.25	-3.65	-3.35	39 21	27
-88.0277777777778	-86.7777777777778	-8.65	-8.35	40 31	27
-76.0277777777778	-86.7777777777778	-8.65	-8.35	41 31	27
-10.7777777777778	-23.5833333333333	-5.65	-5.35	42 32	27
1.22222222222222	-23.5833333333333	-5.65	-5.35	43 32	27
-58.7777777777778	-53.5833333333333	-5.65	-5.35	44 18	27
-46.7777777777778	-53.5833333333333	-5.65	-5.35	45 18	27
-64.7777777777778	-58.7777777777778	-6.65	-6.35	46 44	27
-52.7777777777778	-58.7777777777778	-6.65	-6.35	47 44	27
16.75	25.75	-4.65	-4.35	48 38	27
34.75	25.75	-4.65	-4.35	49 38	27
13.2222222222222	16.75	-5.65	-5.35	50 48	27
25.2222222222222	16.75	-5.65	-5.35	51 48	27
40.25	23.25	-2.65	-2.35	52 9	27
52.25	23.25	-2.65	-2.35	53 9	27
-34.7777777777778	-38.5833333333333	-5.65	-5.35	54 19	27
-22.7777777777778	-38.5833333333333	-5.65	-5.35	55 19	27
-9	0	-0.65	-0.35	2 1	28
9	0	-0.65	-0.35	3 1	28
-20.75	-9	-1.65	-1.35	4 2	28
-8.75	-9	-1.65	-1.35	5 2	28
-58.75	-20.75	-2.65	-2.35	6 4	28
-39.75	-20.75	-2.65	-2.35	7 4	28
6.25	9	-1.65	-1.35	8 3	28
23.25	9	-1.65	-1.35	9 3	28
-40.75	-39.75	-3.65	-3.35	10 7	28
-25.75	-39.75	-3.65	-3.35	11 7	28
-74.75	-58.75	-3.65	-3.35	12 6	28
-55.75	-58.75	-3.65	-3.35	13 6	28
-87.5833333333334	-74.75	-4.65	-4.35	14 12	28
-70.5833333333333	-74.75	-4.65	-4.35	15 12	28
-87.2777777777778	-70.5833333333333	-5.65	-5.35	16 15	28
-70.2777777777778	-70.5833333333333	-5.65	-5.35	17 15	28
-53.5833333333333	-40.75	-4.65	-4.35	18 10	28
-38.5833333333333	-40.75	-4.65	-4.35	19 10	28
9.25000000000001	6.25	-2.65	-2.35	20 8	28
28.25	6.25	-2.65	-2.35	21 8	28
-120.277777777778	-87.5833333333334	-5.65	-5.35	22 14	28
-106.277777777778	-87.5833333333334	-5.65	-5.35	23 14	28
-21.75	-8.75	-2.65	-2.35	24 5	28
-9.75	-8.75	-2.65	-2.35	25 5	28
-2.24999999999999	9.25000000000001	-3.65	-3.35	26 20	28
9.75000000000001	9.25000000000001	-3.65	-3.35	27 20	28
-90.2777777777778	-87.2777777777778	-6.65	-6.35	28 16	28
-76.2777777777778	-87.2777777777778	-6.65	-6.35	29 16	28
-98.2777777777778	-90.2777777777778	-7.65	-7.35	30 28	28
-82.2777777777778	-90.2777777777778	-7.65	-7.35	31 28	28
-23.5833333333333	-25.75	-4.65	-4.35	32 11	28
-8.58333333333334	-25.75	-4.65	-4.35	33 11	28
-110.527777777778	-98.2777777777778	-8.65	-8.35	34 30	28
-95.5277777777778	-98.2777777777778	-8.65	-8.35	35 30	28
-116.527777777778	-110.527777777778	-9.65	-9.35	36 34	28
-104.527777777778	-110.527777777778	-9.65	-9.35	37 34	28
25.75	28.25	-3.65	-3.35	38 21	28
41.75	28.25	-3.65	-3.35	39 21	28
-83.5277777777778	-82.2777777777778	-8.65	-8.35	40 31	28
-71.5277777777778	-82.2777777777778	-8.65	-8.35	41 31	28
-10.2777777777778	-23.5833333333333	-5.65	-5.35	42 32	28
1.72222222222222	-23.5833333333333	-5.65	-5.35	43 32	28
-58.2777777777778	-53.5833333333333	-5.65	-5.35	44 18	28
-46.2777777777778	-53.5833333333333	-5.65	-5.35	45 18	28
-64.2777777777778	-58.2777777777778	-6.65	-6.35	46 44	28
-52.2777777777778	-58.2777777777778	-6.65	-6.35	47 44	28
16.75	25.75	-4.65	-4.35	48 38	28
34.75	25.75	-4.65	-4.35	49 38	28
13.7222222222222	16.75	-5.65	-5.35	50 48	28
25.7222222222222	16.75	-5.65	-5.35	51 48	28
40.25	23.25	-2.65	-2.35	52 9	28
52.25	23.25	-2.65	-2.35	53 9	28
-34.2777777777778	-38.5833333333333	-5.65	-5.35	54 19	28
-22.2777777777778	-38.5833333333333	-5.65	-5.35	55 19	28
-116.277777777778	-106.277777777778	-6.65	-6.35	56 23	28
-104.277777777778	-106.277777777778	-6.65	-6.35	57 23	28
-9	0	-0.65	-0.35	2 1	29
9	0	-0.65	-0.35	3 1	29
-20.75	-9	-1.65	-1.35	4 2	29
-8.75	-9	-1.65	-1.35	5 2	29
-65.625	-20.75	-2.65	-2.35	6 4	29
-46.625	-20.75	-2.65	-2.35	7 4	29
6.25	9	-1.65	-1.35	8 3	29
23.25	9	-1.65	-1.35	9 3	29
-50.625	-46.625	-3.65	-3.35	10 7	29
-35.625	-46.625	-3.65	-3.35	11 7	29
-84.625	-65.625	-3.65	-3.35	12 6	29
-65.625	-65.625	-3.65	-3.35	13 6	29
-97.4583333333333	-84.625	-4.65	-4.35	14 12	29
-80.4583333333333	-84.625	-4.65	-4.35	15 12	29
-96.5583333333334	-80.4583333333333	-5.65	-5.35	16 15	29
-79.5583333333334	-80.4583333333333	-5.65	-5.35	17 15	29
-63.4583333333333	-50.625	-4.65	-4.35	18 10	29
-48.4583333333334	-50.625	-4.65	-4.35	19 10	29
12.375	6.25	-2.65	-2.35	20 8	29
31.375	6.25	-2.65	-2.35	21 8	29
-129.558333333333	-97.4583333333333	-5.65	-5.35	22 14	29
-115.558333333333	-97.4583333333333	-5.65	-5.35	23 14	29
-23.625	-8.75	-2.65	-2.35	24 5	29
-6.625	-8.75	-2.65	-2.35	25 5	29
0.875000000000004	12.375	-3.65	-3.35	26 20	29
12.875	12.375	-3.65	-3.35	27 20	29
-99.5583333333334	-96.5583333333334	-6.65	-6.35	28 16	29
-85.5583333333334	-96.5583333333334	-6.65	-6.35	29 16	29
-107.558333333333	-99.5583333333334	-7.65	-7.35	30 28	29
-91.5583333333334	-99.5583333333334	-7.65	-7.35	31 28	29
-33.4583333333333	-35.625	-4.65	-4.35	32 11	29
-18.4583333333333	-35.625	-4.65	-4.35	33 11	29
-119.808333333333	-107.558333333333	-8.65	-8.35	34 30	29
-104.808333333333	-107.558333333333	-8.65	-8.35	35 30	29
-125.808333333333	-119.808333333333	-9.65	-9.35	36 34	29
-113.808333333333	-119.808333333333	-9.65	-9.35	37 34	29
28.875	31.375	-3.65	-3.35	38 21	29
44.875	31.375	-3.65	-3.35	39 21	29
-92.8083333333334	-91.5583333333334	-8.65	-8.35	40 31	29
-80.8083333333334	-91.5583333333334	-8.65	-8.35	41 31	29
-19.5583333333333	-33.4583333333333	-5.65	-5.35	42 32	29
-7.55833333333333	-33.4583333333333	-5.65	-5.35	43 32	29
-67.5583333333333	-63.4583333333333	-5.65	-5.35	44 18	29
-55.5583333333333	-63.4583333333333	-5.65	-5.35	45 18	29
-73.5583333333333	-67.5583333333333	-6.65	-6.35	46 44	29
-61.5583333333333	-67.5583333333333	-6.65	-6.35	47 44	29
19.875	28.875	-4.65	-4.35	48 38	29
37.875	28.875	-4.65	-4.35	49 38	29
13.875	19.875	-5.65	-5.35	50 48	29
25.875	19.875	-5.65	-5.35	51 48	29
43.375	23.25	-2.65	-2.35	52 9	29
55.375	23.25	-2.65	-2.35	53 9	29
-43.5583333333333	-48.4583333333334	-5.65	-5.35	54 19	29
-31.5583333333333	-48.4583333333334	-5.65	-5.35	55 19	29
-125.558333333333	-115.558333333333	-6.65	-6.35	56 23	29
-113.558333333333	-115.558333333333	-6.65	-6.35	57 23	29
-23.625	-23.625	-3.65	-3.35	58 24	29
-11.625	-23.625	-3.65	-3.35	59 24	29
-9	0	-0.65	-0.35	2 1	30
9	0	-0.65	-0.35	3 1	30
-20.75	-9	-1.65	-1.35	4 2	30
-8.75	-9	-1.65	-1.35	5 2	30
-65.625	-20.75	-2.65	-2.35	6 4	30
-46.625	-20.75	-2.65	-2.35	7 4	30
6.25	9	-1.65	-1.35	8 3	30
23.25	9	-1.65	-1.35	9 3	30
-50.625	-46.625	-3.65	-3.35	10 7	30
-35.625	-46.625	-3.65	-3.35	11 7	30
-84.625	-65.625	-3.65	-3.35	12 6	30
-65.625	-65.625	-3.65	-3.35	13 6	30
-97.4583333333333	-84.625	-4.65	-4.35	14 12	30
-80.4583333333333	-84.625	-4.65	-4.35	15 12	30
-96.2583333333333	-80.4583333333333	-5.65	-5.35	16 15	30
-79.2583333333333	-80.4583333333333	-5.65	-5.35	17 15	30
-63.4583333333333	-50.625	-4.65	-4.35	18 10	30
-48.4583333333334	-50.625	-4.65	-4.35	19 10	30
12.375	6.25	-2.65	-2.35	20 8	30
31.375	6.25	-2.65	-2.35	21 8	30
-132.258333333333	-97.4583333333333	-5.65	-5.35	22 14	30
-115.258333333333	-97.4583333333333	-5.65	-5.35	23 14	30
-23.625	-8.75	-2.65	-2.35	24 5	30
-6.625	-8.75	-2.65	-2.35	25 5	30
0.875000000000004	12.375	-3.65	-3.35	26 20	30
12.875	12.375	-3.65	-3.35	27 20	30
-96.5083333333333	-96.2583333333333	-6.65	-6.35	28 16	30
-82.5083333333333	-96.2583333333333	-6.65	-6.35	29 16	30
-104.508333333333	-96.5083333333333	-7.65	-7.35	30 28	30
-88.5083333333333	-96.5083333333333	-7.65	-7.35	31 28	30
-33.4583333333333	-35.625	-4.65	-4.35	32 11	30
-18.4583333333333	-35.625	-4.65	-4.35	33 11	30
-116.758333333333	-104.508333333333	-8.65	-8.35	34 30	30
-101.758333333333	-104.508333333333	-8.65	-8.35	35 30	30
-122.758333333333	-116.758333333333	-9.65	-9.35	36 34	30
-110.758333333333	-116.758333333333	-9.65	-9.35	37 34	30
28.875	31.375	-3.65	-3.35	38 21	30
44.875	31.375	-3.65	-3.35	39 21	30
-89.7583333333333	-88.5083333333333	-8.65	-8.35	40 31	30
-77.7583333333334	-88.5083333333333	-8.65	-8.35	41 31	30
-19.2583333333333	-33.4583333333333	-5.65	-5.35	42 32	30
-7.25833333333332	-33.4583333333333	-5.65	-5.35	43 32	30
-67.2583333333333	-63.4583333333333	-5.65	-5.35	44 18	30
-55.2583333333333	-63.4583333333333	-5.65	-5.35	45 18	30
-70.5083333333333	-67.2583333333333	-6.65	-6.35	46 44	30
-58.5083333333333	-67.2583333333333	-6.65	-6.35	47 44	30
19.875	28.875	-4.65	-4.35	48 38	30
37.875	28.875	-4.65	-4.35	49 38	30
13.875	19.875	-5.65	-5.35	50 48	30
25.875	19.875	-5.65	-5.35	51 48	30
43.375	23.25	-2.65	-2.35	52 9	30
55.375	23.25	-2.65	-2.35	53 9	30
-43.2583333333333	-48.4583333333334	-5.65	-5.35	54 19	30
-31.2583333333333	-48.4583333333334	-5.65	-5.35	55 19	30
-122.508333333333	-115.258333333333	-6.65	-6.35	56 23	30
-110.508333333333	-115.258333333333	-6.65	-6.35	57 23	30
-23.625	-23.625	-3.65	-3.35	58 24	30
-11.625	-23.625	-3.65	-3.35	59 24	30
-146.508333333333	-132.258333333333	-6.65	-6.35	60 22	30
-134.508333333333	-132.258333333333	-6.65	-6.35	61 22	30
-9	0	-0.65	-0.35	2 1	31
9	0	-0.65	-0.35	3 1	31
-20.75	-9	-1.65	-1.35	4 2	31
-8.75	-9	-1.65	-1.35	5 2	31
-65.625	-20.75	-2.65	-2.35	6 4	31
-46.625	-20.75	-2.65	-2.35	7 4	31
6.25	9	-1.65	-1.35	8 3	31
23.25	9	-1.65	-1.35	9 3	31
-50.625	-46.625	-3.65	-3.35	10 7	31
-35.625	-46.625	-3.65	-3.35	11 7	31
-84.625	-65.625	-3.65	-3.35	12 6	31
-65.625	-65.625	-3.65	-3.35	13 6	31
-97.4583333333333	-84.625	-4.65	-4.35	14 12	31
-80.4583333333333	-84.625	-4.65	-4.35	15 12	31
-96.2583333333333	-80.4583333333333	-5.65	-5.35	16 15	31
-79.2583333333333	-80.4583333333333	-5.65	-5.35	17 15	31
-63.4583333333333	-50.625	-4.65	-4.35	18 10	31
-48.4583333333334	-50.625	-4.65	-4.35	19 10	31
12.375	6.25	-2.65	-2.35	20 8	31
31.375	6.25	-2.65	-2.35	21 8	31
-132.258333333333	-97.4583333333333	-5.65	-5.35	22 14	31
-115.258333333333	-97.4583333333333	-5.65	-5.35	23 14	31
-23.625	-8.75	-2.65	-2.35	24 5	31
