fill	xmin	xmax	ymin	ymax	key	showSelected1
#00BFFF	-80.2333333333334	-69.4333333333333	-10.35	-9.65	37	19
#FF4628	27.5166666666667	38.3166666666667	-4.35	-3.65	38	19
#FF0802	39.5166666666667	50.3166666666667	-4.35	-3.65	39	19
#BEBEBE	-5.4	5.4	-0.35	0.35	1	20
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	20
#BEBEBE	2.7	15.3	-1.35	-0.65	3	20
#BEBEBE	-25.65	-14.85	-2.35	-1.65	4	20
#BEBEBE	-13.65	-2.85	-2.35	-1.65	5	20
#BEBEBE	-56.8833333333333	-44.2833333333333	-3.35	-2.65	6	20
#BEBEBE	-42.3833333333333	-20.7833333333333	-3.35	-2.65	7	20
#BEBEBE	-1.35	14.85	-2.35	-1.65	8	20
#81D1FF	16.35	27.15	-2.35	-1.65	9	20
#BEBEBE	-40.6833333333333	-24.4833333333333	-4.35	-3.65	10	20
#BEBEBE	-22.9833333333333	-12.1833333333333	-4.35	-3.65	11	20
#BEBEBE	-78.2833333333334	-54.8833333333333	-4.35	-3.65	12	20
#18C0FF	-52.9833333333334	-42.1833333333333	-4.35	-3.65	13	20
#BEBEBE	-83.1833333333333	-66.9833333333334	-5.35	-4.65	14	20
#BEBEBE	-65.2833333333334	-50.8833333333334	-5.35	-4.65	15	20
#BEBEBE	-69.2333333333334	-49.4333333333334	-6.35	-5.65	16	20
#FF6C4A	-47.7333333333333	-36.9333333333333	-6.35	-5.65	17	20
#8ED5FF	-48.4833333333333	-37.6833333333333	-5.35	-4.65	18	20
#FFAF95	-36.4833333333333	-25.6833333333333	-5.35	-4.65	19	20
#BEBEBE	5.71666666666667	29.1166666666667	-3.35	-2.65	20	20
#BEBEBE	31.0166666666667	41.8166666666667	-3.35	-2.65	21	20
#2FC2FF	-93.7333333333333	-82.9333333333334	-6.35	-5.65	22	20
#83D2FF	-81.7333333333334	-70.9333333333333	-6.35	-5.65	23	20
#FFB59D	-18.9833333333333	-8.18333333333334	-3.35	-2.65	24	20
#FF2E16	-6.98333333333333	3.81666666666667	-3.35	-2.65	25	20
#F2FAFF	3.51666666666667	14.3166666666667	-4.35	-3.65	26	20
#FF4C2D	15.5166666666667	26.3166666666667	-4.35	-3.65	27	20
#BEBEBE	-73.5333333333334	-59.1333333333333	-7.35	-6.65	28	20
#00BFFF	-57.7333333333333	-46.9333333333333	-7.35	-6.65	29	20
#BEBEBE	-81.5333333333333	-67.1333333333334	-8.35	-7.65	30	20
#BEBEBE	-65.5333333333334	-51.1333333333333	-8.35	-7.65	31	20
#FFB79F	-24.4833333333333	-13.6833333333333	-5.35	-4.65	32	20
#FF331A	-12.4833333333333	-1.68333333333334	-5.35	-4.65	33	20
#BEBEBE	-94.6833333333333	-78.4833333333334	-9.35	-8.65	34	20
#3DC3FF	-76.9833333333334	-66.1833333333333	-9.35	-8.65	35	20
#FFF9F6	-97.9833333333334	-87.1833333333333	-10.35	-9.65	36	20
#00BFFF	-85.9833333333333	-75.1833333333333	-10.35	-9.65	37	20
#FF4628	27.5166666666667	38.3166666666667	-4.35	-3.65	38	20
#FF0802	39.5166666666667	50.3166666666667	-4.35	-3.65	39	20
#9EDAFF	-64.9833333333334	-54.1833333333334	-9.35	-8.65	40	20
#00BFFF	-52.9833333333334	-42.1833333333333	-9.35	-8.65	41	20
#BEBEBE	-5.4	5.4	-0.35	0.35	1	21
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	21
#BEBEBE	2.7	15.3	-1.35	-0.65	3	21
#BEBEBE	-25.65	-14.85	-2.35	-1.65	4	21
#BEBEBE	-13.65	-2.85	-2.35	-1.65	5	21
#BEBEBE	-56.8833333333333	-44.2833333333333	-3.35	-2.65	6	21
#BEBEBE	-42.3833333333333	-20.7833333333333	-3.35	-2.65	7	21
#BEBEBE	-1.35	14.85	-2.35	-1.65	8	21
#81D1FF	16.35	27.15	-2.35	-1.65	9	21
#BEBEBE	-40.6833333333333	-24.4833333333333	-4.35	-3.65	10	21
#BEBEBE	-22.9833333333333	-12.1833333333333	-4.35	-3.65	11	21
#BEBEBE	-78.2833333333334	-54.8833333333333	-4.35	-3.65	12	21
#18C0FF	-52.9833333333334	-42.1833333333333	-4.35	-3.65	13	21
#BEBEBE	-84.0166666666667	-67.8166666666667	-5.35	-4.65	14	21
#BEBEBE	-66.1166666666667	-51.7166666666667	-5.35	-4.65	15	21
#BEBEBE	-70.0666666666667	-50.2666666666667	-6.35	-5.65	16	21
#FF6C4A	-48.5666666666667	-37.7666666666667	-6.35	-5.65	17	21
#8ED5FF	-50.3166666666667	-39.5166666666667	-5.35	-4.65	18	21
#FFAF95	-38.3166666666667	-27.5166666666667	-5.35	-4.65	19	21
#BEBEBE	5.71666666666667	29.1166666666667	-3.35	-2.65	20	21
#BEBEBE	31.0166666666667	41.8166666666667	-3.35	-2.65	21	21
#2FC2FF	-94.5666666666667	-83.7666666666667	-6.35	-5.65	22	21
#83D2FF	-82.5666666666667	-71.7666666666667	-6.35	-5.65	23	21
#FFB59D	-18.9833333333333	-8.18333333333334	-3.35	-2.65	24	21
#FF2E16	-6.98333333333333	3.81666666666667	-3.35	-2.65	25	21
#F2FAFF	3.51666666666667	14.3166666666667	-4.35	-3.65	26	21
#FF4C2D	15.5166666666667	26.3166666666667	-4.35	-3.65	27	21
#BEBEBE	-74.3666666666667	-59.9666666666667	-7.35	-6.65	28	21
#00BFFF	-58.5666666666667	-47.7666666666667	-7.35	-6.65	29	21
#BEBEBE	-82.3666666666667	-67.9666666666667	-8.35	-7.65	30	21
#BEBEBE	-66.3666666666667	-51.9666666666667	-8.35	-7.65	31	21
#BEBEBE	-26.0166666666667	-9.81666666666668	-5.35	-4.65	32	21
#FF331A	-8.31666666666668	2.48333333333333	-5.35	-4.65	33	21
#BEBEBE	-95.5166666666667	-79.3166666666667	-9.35	-8.65	34	21
#3DC3FF	-77.8166666666667	-67.0166666666667	-9.35	-8.65	35	21
#FFF9F6	-98.8166666666667	-88.0166666666667	-10.35	-9.65	36	21
#00BFFF	-86.8166666666667	-76.0166666666667	-10.35	-9.65	37	21
#FF4628	27.5166666666667	38.3166666666667	-4.35	-3.65	38	21
#FF0802	39.5166666666667	50.3166666666667	-4.35	-3.65	39	21
#9EDAFF	-65.8166666666667	-55.0166666666667	-9.35	-8.65	40	21
#00BFFF	-53.8166666666667	-43.0166666666667	-9.35	-8.65	41	21
#FBFDFF	-29.3166666666667	-18.5166666666667	-6.35	-5.65	42	21
#FF5232	-17.3166666666667	-6.51666666666668	-6.35	-5.65	43	21
#BEBEBE	-5.4	5.4	-0.35	0.35	1	22
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	22
#BEBEBE	2.7	15.3	-1.35	-0.65	3	22
#BEBEBE	-25.65	-14.85	-2.35	-1.65	4	22
#BEBEBE	-13.65	-2.85	-2.35	-1.65	5	22
#BEBEBE	-56.8833333333333	-44.2833333333333	-3.35	-2.65	6	22
#BEBEBE	-42.3833333333333	-20.7833333333333	-3.35	-2.65	7	22
#BEBEBE	-1.35	14.85	-2.35	-1.65	8	22
#81D1FF	16.35	27.15	-2.35	-1.65	9	22
#BEBEBE	-40.6833333333333	-24.4833333333333	-4.35	-3.65	10	22
#BEBEBE	-22.9833333333333	-12.1833333333333	-4.35	-3.65	11	22
#BEBEBE	-78.2833333333334	-54.8833333333333	-4.35	-3.65	12	22
#18C0FF	-52.9833333333334	-42.1833333333333	-4.35	-3.65	13	22
#BEBEBE	-87.5166666666667	-71.3166666666667	-5.35	-4.65	14	22
#BEBEBE	-69.6166666666667	-55.2166666666667	-5.35	-4.65	15	22
#BEBEBE	-80.4416666666667	-60.6416666666667	-6.35	-5.65	16	22
#FF6C4A	-58.9416666666667	-48.1416666666667	-6.35	-5.65	17	22
#BEBEBE	-53.5166666666667	-37.3166666666667	-5.35	-4.65	18	22
#FFAF95	-35.8166666666667	-25.0166666666667	-5.35	-4.65	19	22
#BEBEBE	5.71666666666667	29.1166666666667	-3.35	-2.65	20	22
#BEBEBE	31.0166666666667	41.8166666666667	-3.35	-2.65	21	22
#2FC2FF	-104.941666666667	-94.1416666666667	-6.35	-5.65	22	22
#83D2FF	-92.9416666666667	-82.1416666666667	-6.35	-5.65	23	22
#FFB59D	-18.9833333333333	-8.18333333333334	-3.35	-2.65	24	22
#FF2E16	-6.98333333333333	3.81666666666667	-3.35	-2.65	25	22
#F2FAFF	3.51666666666667	14.3166666666667	-4.35	-3.65	26	22
#FF4C2D	15.5166666666667	26.3166666666667	-4.35	-3.65	27	22
#BEBEBE	-84.7416666666667	-70.3416666666667	-7.35	-6.65	28	22
#00BFFF	-68.9416666666667	-58.1416666666667	-7.35	-6.65	29	22
#BEBEBE	-92.7416666666667	-78.3416666666667	-8.35	-7.65	30	22
#BEBEBE	-76.7416666666667	-62.3416666666667	-8.35	-7.65	31	22
#BEBEBE	-23.5166666666667	-7.31666666666668	-5.35	-4.65	32	22
#FF331A	-5.81666666666668	4.98333333333333	-5.35	-4.65	33	22
#BEBEBE	-105.891666666667	-89.6916666666667	-9.35	-8.65	34	22
#3DC3FF	-88.1916666666667	-77.3916666666667	-9.35	-8.65	35	22
#FFF9F6	-109.191666666667	-98.3916666666667	-10.35	-9.65	36	22
#00BFFF	-97.1916666666667	-86.3916666666667	-10.35	-9.65	37	22
#FF4628	27.5166666666667	38.3166666666667	-4.35	-3.65	38	22
#FF0802	39.5166666666667	50.3166666666667	-4.35	-3.65	39	22
#9EDAFF	-76.1916666666667	-65.3916666666667	-9.35	-8.65	40	22
#00BFFF	-64.1916666666667	-53.3916666666667	-9.35	-8.65	41	22
#FBFDFF	-22.9416666666667	-12.1416666666667	-6.35	-5.65	42	22
#FF5232	-10.9416666666667	-0.14166666666666	-6.35	-5.65	43	22
#6ACBFF	-46.9416666666667	-36.1416666666667	-6.35	-5.65	44	22
#D1ECFF	-34.9416666666667	-24.1416666666667	-6.35	-5.65	45	22
#BEBEBE	-5.4	5.4	-0.35	0.35	1	23
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	23
#BEBEBE	2.7	15.3	-1.35	-0.65	3	23
#BEBEBE	-25.65	-14.85	-2.35	-1.65	4	23
#BEBEBE	-13.65	-2.85	-2.35	-1.65	5	23
#BEBEBE	-56.8833333333333	-44.2833333333333	-3.35	-2.65	6	23
#BEBEBE	-42.3833333333333	-20.7833333333333	-3.35	-2.65	7	23
#BEBEBE	-1.35	14.85	-2.35	-1.65	8	23
#81D1FF	16.35	27.15	-2.35	-1.65	9	23
#BEBEBE	-40.6833333333333	-24.4833333333333	-4.35	-3.65	10	23
#BEBEBE	-22.9833333333333	-12.1833333333333	-4.35	-3.65	11	23
#BEBEBE	-78.2833333333334	-54.8833333333333	-4.35	-3.65	12	23
#18C0FF	-52.9833333333334	-42.1833333333333	-4.35	-3.65	13	23
#BEBEBE	-87.5166666666667	-71.3166666666667	-5.35	-4.65	14	23
#BEBEBE	-69.6166666666667	-55.2166666666667	-5.35	-4.65	15	23
#BEBEBE	-80.4416666666667	-60.6416666666667	-6.35	-5.65	16	23
#FF6C4A	-58.9416666666667	-48.1416666666667	-6.35	-5.65	17	23
#BEBEBE	-53.5166666666667	-37.3166666666667	-5.35	-4.65	18	23
#FFAF95	-35.8166666666667	-25.0166666666667	-5.35	-4.65	19	23
#BEBEBE	5.71666666666667	29.1166666666667	-3.35	-2.65	20	23
#BEBEBE	31.0166666666667	41.8166666666667	-3.35	-2.65	21	23
#2FC2FF	-104.941666666667	-94.1416666666667	-6.35	-5.65	22	23
#83D2FF	-92.9416666666667	-82.1416666666667	-6.35	-5.65	23	23
#FFB59D	-18.9833333333333	-8.18333333333334	-3.35	-2.65	24	23
#FF2E16	-6.98333333333333	3.81666666666667	-3.35	-2.65	25	23
#F2FAFF	3.51666666666667	14.3166666666667	-4.35	-3.65	26	23
#FF4C2D	15.5166666666667	26.3166666666667	-4.35	-3.65	27	23
#BEBEBE	-84.7416666666667	-70.3416666666667	-7.35	-6.65	28	23
#00BFFF	-68.9416666666667	-58.1416666666667	-7.35	-6.65	29	23
#BEBEBE	-92.7416666666667	-78.3416666666667	-8.35	-7.65	30	23
#BEBEBE	-76.7416666666667	-62.3416666666667	-8.35	-7.65	31	23
#BEBEBE	-23.5166666666667	-7.31666666666668	-5.35	-4.65	32	23
#FF331A	-5.81666666666668	4.98333333333333	-5.35	-4.65	33	23
#BEBEBE	-105.891666666667	-89.6916666666667	-9.35	-8.65	34	23
#3DC3FF	-88.1916666666667	-77.3916666666667	-9.35	-8.65	35	23
#FFF9F6	-109.191666666667	-98.3916666666667	-10.35	-9.65	36	23
#00BFFF	-97.1916666666667	-86.3916666666667	-10.35	-9.65	37	23
#FF4628	27.5166666666667	38.3166666666667	-4.35	-3.65	38	23
#FF0802	39.5166666666667	50.3166666666667	-4.35	-3.65	39	23
#9EDAFF	-76.1916666666667	-65.3916666666667	-9.35	-8.65	40	23
#00BFFF	-64.1916666666667	-53.3916666666667	-9.35	-8.65	41	23
#FBFDFF	-22.9416666666667	-12.1416666666667	-6.35	-5.65	42	23
#FF5232	-10.9416666666667	-0.14166666666666	-6.35	-5.65	43	23
#BEBEBE	-46.9416666666667	-36.1416666666667	-6.35	-5.65	44	23
#D1ECFF	-34.9416666666667	-24.1416666666667	-6.35	-5.65	45	23
#37C3FF	-52.9416666666667	-42.1416666666667	-7.35	-6.65	46	23
#C6E8FF	-40.9416666666667	-30.1416666666667	-7.35	-6.65	47	23
#BEBEBE	-5.4	5.4	-0.35	0.35	1	24
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	24
#BEBEBE	2.7	15.3	-1.35	-0.65	3	24
#BEBEBE	-25.65	-14.85	-2.35	-1.65	4	24
#BEBEBE	-13.65	-2.85	-2.35	-1.65	5	24
#BEBEBE	-56.8833333333333	-44.2833333333333	-3.35	-2.65	6	24
#BEBEBE	-42.3833333333333	-20.7833333333333	-3.35	-2.65	7	24
#BEBEBE	-1.35	14.85	-2.35	-1.65	8	24
#81D1FF	16.35	27.15	-2.35	-1.65	9	24
#BEBEBE	-40.6833333333333	-24.4833333333333	-4.35	-3.65	10	24
#BEBEBE	-22.9833333333333	-12.1833333333333	-4.35	-3.65	11	24
#BEBEBE	-78.2833333333334	-54.8833333333333	-4.35	-3.65	12	24
#18C0FF	-52.9833333333334	-42.1833333333333	-4.35	-3.65	13	24
#BEBEBE	-87.5166666666667	-71.3166666666667	-5.35	-4.65	14	24
#BEBEBE	-69.6166666666667	-55.2166666666667	-5.35	-4.65	15	24
#BEBEBE	-80.4416666666667	-60.6416666666667	-6.35	-5.65	16	24
#FF6C4A	-58.9416666666667	-48.1416666666667	-6.35	-5.65	17	24
#BEBEBE	-53.5166666666667	-37.3166666666667	-5.35	-4.65	18	24
#FFAF95	-35.8166666666667	-25.0166666666667	-5.35	-4.65	19	24
#BEBEBE	5.71666666666667	29.1166666666667	-3.35	-2.65	20	24
#BEBEBE	31.0166666666667	41.8166666666667	-3.35	-2.65	21	24
#2FC2FF	-104.941666666667	-94.1416666666667	-6.35	-5.65	22	24
#83D2FF	-92.9416666666667	-82.1416666666667	-6.35	-5.65	23	24
#FFB59D	-18.9833333333333	-8.18333333333334	-3.35	-2.65	24	24
#FF2E16	-6.98333333333333	3.81666666666667	-3.35	-2.65	25	24
#F2FAFF	0.516666666666671	11.3166666666667	-4.35	-3.65	26	24
#FF4C2D	12.5166666666667	23.3166666666667	-4.35	-3.65	27	24
#BEBEBE	-84.7416666666667	-70.3416666666667	-7.35	-6.65	28	24
#00BFFF	-68.9416666666667	-58.1416666666667	-7.35	-6.65	29	24
#BEBEBE	-92.7416666666667	-78.3416666666667	-8.35	-7.65	30	24
#BEBEBE	-76.7416666666667	-62.3416666666667	-8.35	-7.65	31	24
#BEBEBE	-23.5166666666667	-7.31666666666668	-5.35	-4.65	32	24
#FF331A	-5.81666666666668	4.98333333333333	-5.35	-4.65	33	24
#BEBEBE	-105.891666666667	-89.6916666666667	-9.35	-8.65	34	24
#3DC3FF	-88.1916666666667	-77.3916666666667	-9.35	-8.65	35	24
#FFF9F6	-109.191666666667	-98.3916666666667	-10.35	-9.65	36	24
#00BFFF	-97.1916666666667	-86.3916666666667	-10.35	-9.65	37	24
#BEBEBE	24.9166666666667	42.9166666666667	-4.35	-3.65	38	24
#FF0802	44.5166666666667	55.3166666666667	-4.35	-3.65	39	24
#9EDAFF	-76.1916666666667	-65.3916666666667	-9.35	-8.65	40	24
#00BFFF	-64.1916666666667	-53.3916666666667	-9.35	-8.65	41	24
#FBFDFF	-22.9416666666667	-12.1416666666667	-6.35	-5.65	42	24
#FF5232	-10.9416666666667	-0.14166666666666	-6.35	-5.65	43	24
#BEBEBE	-46.9416666666667	-36.1416666666667	-6.35	-5.65	44	24
#D1ECFF	-34.9416666666667	-24.1416666666667	-6.35	-5.65	45	24
#37C3FF	-52.9416666666667	-42.1416666666667	-7.35	-6.65	46	24
#C6E8FF	-40.9416666666667	-30.1416666666667	-7.35	-6.65	47	24
#FF6F4D	22.5166666666667	33.3166666666667	-5.35	-4.65	48	24
#FF1C0A	34.5166666666667	45.3166666666667	-5.35	-4.65	49	24
#BEBEBE	-5.4	5.4	-0.35	0.35	1	25
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	25
#BEBEBE	2.7	15.3	-1.35	-0.65	3	25
#BEBEBE	-25.65	-14.85	-2.35	-1.65	4	25
#BEBEBE	-13.65	-2.85	-2.35	-1.65	5	25
#BEBEBE	-56.8833333333333	-44.2833333333333	-3.35	-2.65	6	25
#BEBEBE	-42.3833333333333	-20.7833333333333	-3.35	-2.65	7	25
#BEBEBE	-1.35	14.85	-2.35	-1.65	8	25
#81D1FF	16.35	27.15	-2.35	-1.65	9	25
#BEBEBE	-40.6833333333333	-24.4833333333333	-4.35	-3.65	10	25
#BEBEBE	-22.9833333333333	-12.1833333333333	-4.35	-3.65	11	25
#BEBEBE	-78.2833333333334	-54.8833333333333	-4.35	-3.65	12	25
#18C0FF	-52.9833333333334	-42.1833333333333	-4.35	-3.65	13	25
#BEBEBE	-87.5166666666667	-71.3166666666667	-5.35	-4.65	14	25
#BEBEBE	-69.6166666666667	-55.2166666666667	-5.35	-4.65	15	25
#BEBEBE	-80.4416666666667	-60.6416666666667	-6.35	-5.65	16	25
#FF6C4A	-58.9416666666667	-48.1416666666667	-6.35	-5.65	17	25
#BEBEBE	-53.5166666666667	-37.3166666666667	-5.35	-4.65	18	25
#FFAF95	-35.8166666666667	-25.0166666666667	-5.35	-4.65	19	25
#BEBEBE	5.71666666666667	29.1166666666667	-3.35	-2.65	20	25
#BEBEBE	31.0166666666667	41.8166666666667	-3.35	-2.65	21	25
#2FC2FF	-104.941666666667	-94.1416666666667	-6.35	-5.65	22	25
#83D2FF	-92.9416666666667	-82.1416666666667	-6.35	-5.65	23	25
#FFB59D	-18.9833333333333	-8.18333333333334	-3.35	-2.65	24	25
#FF2E16	-6.98333333333333	3.81666666666667	-3.35	-2.65	25	25
#F2FAFF	0.516666666666671	11.3166666666667	-4.35	-3.65	26	25
#FF4C2D	12.5166666666667	23.3166666666667	-4.35	-3.65	27	25
#BEBEBE	-84.7416666666667	-70.3416666666667	-7.35	-6.65	28	25
#00BFFF	-68.9416666666667	-58.1416666666667	-7.35	-6.65	29	25
#BEBEBE	-92.7416666666667	-78.3416666666667	-8.35	-7.65	30	25
#BEBEBE	-76.7416666666667	-62.3416666666667	-8.35	-7.65	31	25
#BEBEBE	-23.5166666666667	-7.31666666666668	-5.35	-4.65	32	25
#FF331A	-5.81666666666668	4.98333333333333	-5.35	-4.65	33	25
#BEBEBE	-105.891666666667	-89.6916666666667	-9.35	-8.65	34	25
#3DC3FF	-88.1916666666667	-77.3916666666667	-9.35	-8.65	35	25
#FFF9F6	-109.191666666667	-98.3916666666667	-10.35	-9.65	36	25
#00BFFF	-97.1916666666667	-86.3916666666667	-10.35	-9.65	37	25
#BEBEBE	24.9166666666667	42.9166666666667	-4.35	-3.65	38	25
#FF0802	44.5166666666667	55.3166666666667	-4.35	-3.65	39	25
#9EDAFF	-76.1916666666667	-65.3916666666667	-9.35	-8.65	40	25
#00BFFF	-64.1916666666667	-53.3916666666667	-9.35	-8.65	41	25
#FBFDFF	-22.9416666666667	-12.1416666666667	-6.35	-5.65	42	25
#FF5232	-10.9416666666667	-0.14166666666666	-6.35	-5.65	43	25
#BEBEBE	-46.9416666666667	-36.1416666666667	-6.35	-5.65	44	25
#D1ECFF	-34.9416666666667	-24.1416666666667	-6.35	-5.65	45	25
#37C3FF	-52.9416666666667	-42.1416666666667	-7.35	-6.65	46	25
#C6E8FF	-40.9416666666667	-30.1416666666667	-7.35	-6.65	47	25
#BEBEBE	14.1166666666667	35.7166666666667	-5.35	-4.65	48	25
#FF1C0A	37.5166666666667	48.3166666666667	-5.35	-4.65	49	25
#FF9476	13.5166666666667	24.3166666666667	-6.35	-5.65	50	25
#FF0000	25.5166666666667	36.3166666666667	-6.35	-5.65	51	25
#BEBEBE	-5.4	5.4	-0.35	0.35	1	26
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	26
#BEBEBE	2.7	15.3	-1.35	-0.65	3	26
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	26
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	26
#BEBEBE	-65.05	-52.45	-3.35	-2.65	6	26
#BEBEBE	-50.55	-28.95	-3.35	-2.65	7	26
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	26
#BEBEBE	16.05	30.45	-2.35	-1.65	9	26
#BEBEBE	-48.85	-32.65	-4.35	-3.65	10	26
#BEBEBE	-31.15	-20.35	-4.35	-3.65	11	26
#BEBEBE	-86.45	-63.05	-4.35	-3.65	12	26
#18C0FF	-61.15	-50.35	-4.35	-3.65	13	26
#BEBEBE	-95.6833333333333	-79.4833333333334	-5.35	-4.65	14	26
#BEBEBE	-77.7833333333334	-63.3833333333334	-5.35	-4.65	15	26
#BEBEBE	-88.6083333333334	-68.8083333333333	-6.35	-5.65	16	26
#FF6C4A	-67.1083333333334	-56.3083333333334	-6.35	-5.65	17	26
#BEBEBE	-61.6833333333334	-45.4833333333334	-5.35	-4.65	18	26
#FFAF95	-43.9833333333333	-33.1833333333333	-5.35	-4.65	19	26
#BEBEBE	-2.44999999999999	20.95	-3.35	-2.65	20	26
#BEBEBE	22.85	33.65	-3.35	-2.65	21	26
#2FC2FF	-113.108333333333	-102.308333333333	-6.35	-5.65	22	26
#83D2FF	-101.108333333333	-90.3083333333333	-6.35	-5.65	23	26
#FFB59D	-27.15	-16.35	-3.35	-2.65	24	26
#FF2E16	-15.15	-4.35	-3.35	-2.65	25	26
#F2FAFF	-7.64999999999999	3.15000000000001	-4.35	-3.65	26	26
#FF4C2D	4.35000000000001	15.15	-4.35	-3.65	27	26
#BEBEBE	-92.9083333333334	-78.5083333333333	-7.35	-6.65	28	26
#00BFFF	-77.1083333333334	-66.3083333333333	-7.35	-6.65	29	26
#BEBEBE	-100.908333333333	-86.5083333333334	-8.35	-7.65	30	26
#BEBEBE	-84.9083333333334	-70.5083333333333	-8.35	-7.65	31	26
#BEBEBE	-31.6833333333334	-15.4833333333333	-5.35	-4.65	32	26
#FF331A	-13.9833333333333	-3.18333333333334	-5.35	-4.65	33	26
#BEBEBE	-114.058333333333	-97.8583333333334	-9.35	-8.65	34	26
#3DC3FF	-96.3583333333334	-85.5583333333333	-9.35	-8.65	35	26
#FFF9F6	-117.358333333333	-106.558333333333	-10.35	-9.65	36	26
#00BFFF	-105.358333333333	-94.5583333333333	-10.35	-9.65	37	26
#BEBEBE	16.75	34.75	-4.35	-3.65	38	26
#FF0802	36.35	47.15	-4.35	-3.65	39	26
#9EDAFF	-84.3583333333334	-73.5583333333333	-9.35	-8.65	40	26
#00BFFF	-72.3583333333334	-61.5583333333334	-9.35	-8.65	41	26
#FBFDFF	-31.1083333333333	-20.3083333333333	-6.35	-5.65	42	26
#FF5232	-19.1083333333333	-8.30833333333334	-6.35	-5.65	43	26
#BEBEBE	-55.1083333333333	-44.3083333333334	-6.35	-5.65	44	26
#D1ECFF	-43.1083333333333	-32.3083333333334	-6.35	-5.65	45	26
#37C3FF	-61.1083333333334	-50.3083333333334	-7.35	-6.65	46	26
#C6E8FF	-49.1083333333333	-38.3083333333333	-7.35	-6.65	47	26
#BEBEBE	5.95000000000001	27.55	-5.35	-4.65	48	26
#FF1C0A	29.35	40.15	-5.35	-4.65	49	26
#FF9476	5.35000000000001	16.15	-6.35	-5.65	50	26
#FF0000	17.35	28.15	-6.35	-5.65	51	26
#00BFFF	34.85	45.65	-3.35	-2.65	52	26
#CFEBFF	46.85	57.65	-3.35	-2.65	53	26
#BEBEBE	-5.4	5.4	-0.35	0.35	1	27
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	27
#BEBEBE	2.7	15.3	-1.35	-0.65	3	27
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	27
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	27
#BEBEBE	-65.05	-52.45	-3.35	-2.65	6	27
#BEBEBE	-50.55	-28.95	-3.35	-2.65	7	27
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	27
#BEBEBE	16.05	30.45	-2.35	-1.65	9	27
#BEBEBE	-48.85	-32.65	-4.35	-3.65	10	27
#BEBEBE	-31.15	-20.35	-4.35	-3.65	11	27
#BEBEBE	-86.45	-63.05	-4.35	-3.65	12	27
#18C0FF	-61.15	-50.35	-4.35	-3.65	13	27
#BEBEBE	-95.6833333333333	-79.4833333333334	-5.35	-4.65	14	27
#BEBEBE	-77.7833333333334	-63.3833333333334	-5.35	-4.65	15	27
#BEBEBE	-97.6777777777778	-77.8777777777778	-6.35	-5.65	16	27
#FF6C4A	-76.1777777777778	-65.3777777777778	-6.35	-5.65	17	27
#BEBEBE	-61.6833333333334	-45.4833333333334	-5.35	-4.65	18	27
#BEBEBE	-43.9833333333333	-33.1833333333333	-5.35	-4.65	19	27
#BEBEBE	-2.44999999999999	20.95	-3.35	-2.65	20	27
#BEBEBE	22.85	33.65	-3.35	-2.65	21	27
#2FC2FF	-122.177777777778	-111.377777777778	-6.35	-5.65	22	27
#83D2FF	-110.177777777778	-99.3777777777778	-6.35	-5.65	23	27
#FFB59D	-27.15	-16.35	-3.35	-2.65	24	27
#FF2E16	-15.15	-4.35	-3.35	-2.65	25	27
#F2FAFF	-7.64999999999999	3.15000000000001	-4.35	-3.65	26	27
#FF4C2D	4.35000000000001	15.15	-4.35	-3.65	27	27
#BEBEBE	-101.977777777778	-87.5777777777778	-7.35	-6.65	28	27
#00BFFF	-86.1777777777778	-75.3777777777778	-7.35	-6.65	29	27
#BEBEBE	-109.977777777778	-95.5777777777778	-8.35	-7.65	30	27
#BEBEBE	-93.9777777777778	-79.5777777777778	-8.35	-7.65	31	27
#BEBEBE	-31.6833333333334	-15.4833333333333	-5.35	-4.65	32	27
#FF331A	-13.9833333333333	-3.18333333333334	-5.35	-4.65	33	27
#BEBEBE	-123.127777777778	-106.927777777778	-9.35	-8.65	34	27
#3DC3FF	-105.427777777778	-94.6277777777778	-9.35	-8.65	35	27
#FFF9F6	-126.427777777778	-115.627777777778	-10.35	-9.65	36	27
#00BFFF	-114.427777777778	-103.627777777778	-10.35	-9.65	37	27
#BEBEBE	16.75	34.75	-4.35	-3.65	38	27
#FF0802	36.35	47.15	-4.35	-3.65	39	27
#9EDAFF	-93.4277777777778	-82.6277777777778	-9.35	-8.65	40	27
#00BFFF	-81.4277777777778	-70.6277777777778	-9.35	-8.65	41	27
#FBFDFF	-16.1777777777778	-5.37777777777778	-6.35	-5.65	42	27
#FF5232	-4.17777777777778	6.62222222222222	-6.35	-5.65	43	27
